Format Version,1.23,Take Name,ar_s9_t6,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-07-29 12.21.40.566 PM,Total Frames in Take,4212,Total Exported Frames,4212,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_right,ar_marker:bot_right,ar_marker:bot_right,ar_marker:top_left,ar_marker:top_left,ar_marker:top_left,ar_marker:top_right,ar_marker:top_right,ar_marker:top_right
,ID,"33A3CEE60F0B11ED20C8B848E859B3","33A3CEE60F0B11ED20C8B848E859B3","33A3CEE60F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
95,0.950000,0.372807,0.172347,0.040537,0.299032,0.173793,0.029433,0.375911,0.248893,0.043974,0.302086,0.253341,0.031102
96,0.960000,0.372793,0.172386,0.040563,0.299041,0.173800,0.029431,0.375915,0.248905,0.043988,0.302090,0.253359,0.031121
97,0.970000,0.372794,0.172361,0.040562,0.299017,0.173779,0.029447,0.375919,0.248899,0.043988,0.302081,0.253357,0.031107
98,0.980000,0.372789,0.172367,0.040537,0.299040,0.173802,0.029449,0.375907,0.248900,0.043970,0.302084,0.253352,0.031107
99,0.990000,0.372790,0.172350,0.040546,0.299006,0.173753,0.029434,0.375912,0.248907,0.043976,0.302081,0.253345,0.031105
100,1.000000,0.372791,0.172347,0.040552,0.299022,0.173772,0.029445,0.375922,0.248895,0.043990,0.302082,0.253349,0.031108
101,1.010000,0.372782,0.172341,0.040542,0.299027,0.173766,0.029443,0.375918,0.248901,0.043971,0.302078,0.253341,0.031095
102,1.020000,0.372786,0.172356,0.040538,0.299019,0.173765,0.029437,0.375910,0.248892,0.043965,0.302155,0.252975,0.030732
103,1.030000,0.372782,0.172341,0.040557,0.299025,0.173749,0.029443,0.375916,0.248908,0.043984,0.302072,0.253361,0.031115
104,1.040000,0.372791,0.172340,0.040559,0.299023,0.173780,0.029437,0.375906,0.248901,0.043978,0.302081,0.253347,0.031110
105,1.050000,0.372789,0.172342,0.040550,0.299019,0.173776,0.029433,0.375914,0.248882,0.043968,0.302144,0.252979,0.030734
106,1.060000,0.372781,0.172336,0.040559,0.299027,0.173757,0.029443,0.375909,0.248895,0.043986,0.302081,0.253356,0.031105
107,1.070000,0.372789,0.172354,0.040557,0.299031,0.173773,0.029441,0.375912,0.248897,0.043978,0.302083,0.253370,0.031112
108,1.080000,0.372777,0.172354,0.040541,0.299015,0.173783,0.029445,0.375906,0.248905,0.043973,0.302086,0.253348,0.031103
109,1.090000,0.372797,0.172324,0.040551,0.299031,0.173773,0.029442,0.375915,0.248903,0.043976,0.302084,0.253367,0.031106
110,1.100000,0.372799,0.172321,0.040545,0.299019,0.173766,0.029436,0.375910,0.248898,0.043981,0.302087,0.253360,0.031106
111,1.110000,0.372795,0.172331,0.040543,0.299023,0.173774,0.029435,0.375913,0.248905,0.043968,0.302092,0.253357,0.031090
112,1.120000,0.372798,0.172334,0.040549,0.299026,0.173768,0.029430,0.375916,0.248898,0.043968,0.302082,0.253345,0.031089
113,1.130000,0.372785,0.172317,0.040539,0.299023,0.173763,0.029432,0.375913,0.248906,0.043978,0.302083,0.253354,0.031103
114,1.140000,0.372800,0.172302,0.040544,0.299023,0.173774,0.029437,0.375910,0.248900,0.043979,0.302080,0.253337,0.031103
115,1.150000,0.372797,0.172349,0.040556,0.299034,0.173783,0.029440,0.375919,0.248901,0.043975,0.302092,0.253348,0.031104
116,1.160000,0.372792,0.172345,0.040570,0.299020,0.173770,0.029450,0.375911,0.248890,0.043978,0.302082,0.253369,0.031111
117,1.170000,0.372797,0.172361,0.040561,0.299024,0.173774,0.029429,0.375916,0.248905,0.043979,0.302091,0.253356,0.031111
118,1.180000,0.372794,0.172336,0.040546,0.299019,0.173762,0.029422,0.375923,0.248883,0.043975,0.302086,0.253326,0.031096
119,1.190000,0.372801,0.172321,0.040544,0.299020,0.173762,0.029436,0.375908,0.248878,0.043977,0.302088,0.253353,0.031110
120,1.200000,0.372802,0.172349,0.040556,0.299027,0.173768,0.029437,0.375914,0.248896,0.043978,0.302088,0.253345,0.031101
121,1.210000,0.372801,0.172340,0.040538,0.299025,0.173773,0.029431,0.375913,0.248897,0.043973,0.302079,0.253336,0.031089
122,1.220000,0.372803,0.172322,0.040530,0.299019,0.173769,0.029431,0.375910,0.248899,0.043970,0.302087,0.253343,0.031086
123,1.230000,0.372796,0.172353,0.040556,0.299023,0.173765,0.029444,0.375914,0.248883,0.043982,0.302090,0.253345,0.031097
124,1.240000,0.372797,0.172352,0.040545,0.299045,0.173781,0.029446,0.375922,0.248909,0.043984,0.302092,0.253365,0.031106
125,1.250000,0.372803,0.172351,0.040548,0.299030,0.173803,0.029443,0.375908,0.248899,0.043970,0.302085,0.253356,0.031097
126,1.260000,0.372799,0.172349,0.040549,0.299023,0.173794,0.029438,0.375910,0.248901,0.043983,0.302086,0.253369,0.031117
127,1.270000,0.372804,0.172367,0.040547,0.299026,0.173777,0.029444,0.375922,0.248906,0.043982,0.302089,0.253361,0.031106
