Format Version,1.23,Take Name,Sujith_cart_002_linear_movement_2,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-06-14 10.27.14.404 AM,Total Frames in Take,5909,Total Exported Frames,5909,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,wheeled_cart:center,wheeled_cart:center,wheeled_cart:center,wheeled_cart:org,wheeled_cart:org,wheeled_cart:org,wheeled_cart:x_vec,wheeled_cart:x_vec,wheeled_cart:x_vec,wheeled_cart:z_vec,wheeled_cart:z_vec,wheeled_cart:z_vec
,ID,"ACDA10ECEB9E11ECBCE17DD2D9C84CB3","ACDA10ECEB9E11ECBCE17DD2D9C84CB3","ACDA10ECEB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),center_x,center_y,center_z,org_x,org_y,org_z,xvec_x,xvec_y,xvec_z,zvec_x,zvec_y,zvec_z
44,0.440000,0.325094,0.070549,-0.087875,0.365666,0.067922,-0.151110,0.286094,0.067817,-0.154469,0.362638,0.072233,-0.024146
45,0.450000,0.325103,0.070529,-0.087872,0.365669,0.067909,-0.151115,0.286094,0.067821,-0.154463,0.362638,0.072210,-0.024149
46,0.460000,0.325086,0.070469,-0.087911,0.365665,0.067907,-0.151114,0.286092,0.067823,-0.154461,0.362630,0.072240,-0.024153
47,0.470000,0.325091,0.070466,-0.087913,0.365669,0.067910,-0.151106,0.286106,0.067814,-0.154465,0.362628,0.072237,-0.024143
48,0.480000,0.325099,0.070553,-0.087877,0.365673,0.067922,-0.151107,0.286087,0.067822,-0.154467,0.362640,0.072224,-0.024153
49,0.490000,0.325101,0.070545,-0.087883,0.365668,0.067914,-0.151108,0.286100,0.067809,-0.154465,0.362631,0.072235,-0.024143
50,0.500000,0.325105,0.070519,-0.087879,0.365677,0.067866,-0.151102,0.286098,0.067815,-0.154464,0.362628,0.072231,-0.024152
51,0.510000,0.325102,0.070556,-0.087876,0.365674,0.067909,-0.151111,0.286100,0.067811,-0.154465,0.362637,0.072221,-0.024156
52,0.520000,0.325099,0.070548,-0.087878,0.365669,0.067908,-0.151114,0.286090,0.067790,-0.154473,0.362633,0.072240,-0.024154
53,0.530000,0.325092,0.070476,-0.087905,0.365666,0.067898,-0.151111,0.286101,0.067823,-0.154457,0.362633,0.072223,-0.024154
54,0.540000,0.325084,0.070475,-0.087905,0.365666,0.067914,-0.151113,0.286098,0.067816,-0.154455,0.362625,0.072233,-0.024152
