Format Version,1.23,Take Name,cart_linear_sideways,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-06-15 12.13.29.772 PM,Total Frames in Take,3776,Total Exported Frames,3776,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,mecanum:center,mecanum:center,mecanum:center,mecanum:org,mecanum:org,mecanum:org,mecanum:xdir,mecanum:xdir,mecanum:xdir,mecanum:zdir,mecanum:zdir,mecanum:zdir
,ID,"A505A605EC7611ECBCE17DD2D9C84CB3","A505A605EC7611ECBCE17DD2D9C84CB3","A505A605EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
80,0.800000,0.376718,0.061967,0.048001,0.336796,0.061981,-0.017969,0.416360,0.060201,-0.015441,0.334201,0.063522,0.109507
81,0.810000,0.376715,0.061971,0.048006,0.336797,0.061997,-0.017961,0.416380,0.060204,-0.015427,0.334203,0.063517,0.109508
82,0.820000,0.376716,0.061981,0.048011,0.336808,0.062019,-0.017960,0.416379,0.060191,-0.015424,0.334191,0.063520,0.109509
83,0.830000,0.376727,0.061992,0.048009,0.336797,0.061998,-0.017952,0.416374,0.060205,-0.015421,0.334207,0.063534,0.109510
84,0.840000,0.376722,0.061982,0.047994,0.336806,0.062000,-0.017963,0.416380,0.060191,-0.015429,0.334197,0.063520,0.109504
85,0.850000,0.376725,0.061986,0.048005,0.336792,0.061978,-0.017955,0.416375,0.060226,-0.015421,0.334201,0.063539,0.109508
86,0.860000,0.376713,0.061984,0.048011,0.336801,0.062017,-0.017967,0.416378,0.060198,-0.015433,0.334198,0.063515,0.109503
87,0.870000,0.376716,0.061975,0.048016,0.336795,0.061990,-0.017954,0.416379,0.060196,-0.015431,0.334201,0.063543,0.109506
88,0.880000,0.376713,0.061976,0.048008,0.336799,0.061977,-0.017953,0.416383,0.060203,-0.015433,0.334208,0.063535,0.109507
89,0.890000,0.376714,0.061972,0.048010,0.336794,0.061992,-0.017957,0.416382,0.060182,-0.015431,0.334197,0.063516,0.109506
90,0.900000,0.376715,0.061964,0.048008,0.336792,0.061984,-0.017962,0.416380,0.060197,-0.015432,0.334199,0.063516,0.109506
91,0.910000,0.376723,0.061971,0.048008,0.336793,0.061987,-0.017958,0.416375,0.060190,-0.015425,0.334195,0.063513,0.109503
92,0.920000,0.376715,0.061978,0.048014,0.336798,0.061991,-0.017956,0.416367,0.060221,-0.015429,0.334195,0.063507,0.109510
93,0.930000,0.376728,0.061979,0.048000,0.336799,0.062008,-0.017968,0.416367,0.060209,-0.015432,0.334201,0.063522,0.109508
94,0.940000,0.376725,0.061967,0.048008,0.336798,0.061982,-0.017960,0.416385,0.060194,-0.015436,0.334196,0.063525,0.109504
95,0.950000,0.376721,0.061986,0.048013,0.336804,0.062009,-0.017971,0.416385,0.060191,-0.015429,0.334205,0.063521,0.109503
96,0.960000,0.376724,0.061966,0.048006,0.336803,0.061999,-0.017973,0.416384,0.060187,-0.015428,0.334200,0.063511,0.109506
97,0.970000,0.376720,0.061960,0.048003,0.336805,0.062003,-0.017963,0.416384,0.060185,-0.015425,0.334202,0.063527,0.109505
98,0.980000,0.376723,0.061956,0.048006,0.336799,0.061981,-0.017960,0.416378,0.060205,-0.015446,0.334207,0.063516,0.109506
99,0.990000,0.376722,0.061973,0.048008,0.336794,0.061992,-0.017963,0.416380,0.060198,-0.015428,0.334198,0.063512,0.109510
100,1.000000,0.376720,0.061968,0.048011,0.336793,0.061973,-0.017962,0.416385,0.060179,-0.015433,0.334196,0.063511,0.109505
101,1.010000,0.376714,0.061963,0.048002,0.336803,0.061981,-0.017966,0.416388,0.060185,-0.015436,0.334198,0.063512,0.109508
102,1.020000,0.376714,0.061963,0.048010,0.336803,0.061979,-0.017958,0.416365,0.060198,-0.015432,0.334196,0.063507,0.109506
103,1.030000,0.376717,0.061979,0.048016,0.336808,0.062018,-0.017957,0.416384,0.060195,-0.015431,0.334202,0.063519,0.109507
104,1.040000,0.376727,0.061978,0.048010,0.336794,0.062001,-0.017953,0.416380,0.060197,-0.015426,0.334208,0.063525,0.109511
105,1.050000,0.376726,0.061981,0.048009,0.336801,0.061989,-0.017962,0.416386,0.060200,-0.015432,0.334202,0.063513,0.109506
106,1.060000,0.376727,0.061980,0.048005,0.336807,0.062018,-0.017964,0.416376,0.060208,-0.015427,0.334200,0.063517,0.109505
107,1.070000,0.376718,0.061982,0.048007,0.336797,0.061993,-0.017965,0.416374,0.060215,-0.015443,0.334201,0.063521,0.109508
108,1.080000,0.376717,0.061971,0.048010,0.336796,0.061987,-0.017958,0.416383,0.060199,-0.015430,0.334203,0.063515,0.109511
109,1.090000,0.376732,0.061974,0.048024,0.336799,0.061994,-0.017952,0.416382,0.060191,-0.015431,0.334200,0.063513,0.109506
110,1.100000,0.376715,0.061975,0.048001,0.336803,0.062005,-0.017966,0.416374,0.060204,-0.015446,0.334198,0.063515,0.109502
111,1.110000,0.376721,0.061979,0.048011,0.336793,0.061992,-0.017959,0.416376,0.060199,-0.015428,0.334198,0.063512,0.109502
